,Bat1,Runs,BF,SR,4s,6s,Opposition,Ground,Start Date,Match_ID,Batsman,Player_ID
1403,0,0,1,0,0,0,v New Zealand,Dunedin,23-Jan-15,ODI # 3588,Thisara Perera,233514
1404,2,2,4,50,0,0,v New Zealand,Dunedin,25-Jan-15,ODI # 3590,Thisara Perera,233514
1405,20,20,12,166.66,1,1,v New Zealand,Wellington,29-Jan-15,ODI # 3594,Thisara Perera,233514
1406,47*,47,26,180.76,6,1,v Afghanistan,Dunedin,22-Feb-15,ODI # 3609,Thisara Perera,233514
1407,DNB,-,-,-,-,-,v Bangladesh,Melbourne,26-Feb-15,ODI # 3615,Thisara Perera,233514
1408,DNB,-,-,-,-,-,v England,Wellington,1-Mar-15,ODI # 3619,Thisara Perera,233514
1409,8,8,3,266.66,2,0,v Australia,Sydney,8-Mar-15,ODI # 3629,Thisara Perera,233514
1410,7,7,11,63.63,0,0,v Scotland,Hobart,11-Mar-15,ODI # 3632,Thisara Perera,233514
1411,0,0,3,0,0,0,v South Africa,Sydney,18-Mar-15,ODI # 3640,Thisara Perera,233514
1412,1,1,3,33.33,0,0,v Pakistan,Dambulla,11-Jul-15,ODI # 3664,Thisara Perera,233514
1413,15,15,22,68.18,0,0,v Pakistan,Pallekele,15-Jul-15,ODI # 3669,Thisara Perera,233514
1414,12,12,33,36.36,0,0,v Pakistan,Colombo (RPS),19-Jul-15,ODI # 3670,Thisara Perera,233514
1415,DNB,-,-,-,-,-,v Pakistan,Hambantota,26-Jul-15,ODI # 3672,Thisara Perera,233514
1416,TDNB,-,-,-,-,-,v New Zealand,Nelson,2-Jan-16,ODI # 3718,Thisara Perera,233514
1417,15,15,13,115.38,0,1,v New Zealand,Mount Maunganui,5-Jan-16,ODI # 3721,Thisara Perera,233514
1418,21,21,14,150,3,0,v Australia,Colombo (RPS),21-Aug-16,ODI # 3768,Thisara Perera,233514
1419,12,12,6,200,1,1,v Australia,Colombo (RPS),24-Aug-16,ODI # 3769,Thisara Perera,233514
1420,9,9,10,90,0,0,v Australia,Dambulla,28-Aug-16,ODI # 3772,Thisara Perera,233514
1421,13,13,26,50,2,0,v Australia,Dambulla,31-Aug-16,ODI # 3774,Thisara Perera,233514
1422,55,55,35,157.14,4,2,v Bangladesh,Dambulla,25-Mar-17,ODI # 3855,Thisara Perera,233514
1423,9,9,6,150,1,0,v Bangladesh,Dambulla,28-Mar-17,ODI # 3856,Thisara Perera,233514
1424,52,52,40,130,4,1,v Bangladesh,Colombo (SSC),1-Apr-17,ODI # 3858,Thisara Perera,233514
1425,DNB,-,-,-,-,-,v India,The Oval,8-Jun-17,ODI # 3882,Thisara Perera,233514
1426,1,1,5,20,0,0,v Pakistan,Cardiff,12-Jun-17,ODI # 3888,Thisara Perera,233514
1427,0,0,5,0,0,0,v India,Dambulla,20-Aug-17,ODI # 3905,Thisara Perera,233514
1428,21,21,29,72.41,1,1,v Pakistan,Dubai (DSC),13-Oct-17,ODI # 3922,Thisara Perera,233514
1429,7,7,5,140,1,0,v Pakistan,Abu Dhabi,16-Oct-17,ODI # 3924,Thisara Perera,233514
1430,38,38,37,102.7,5,0,v Pakistan,Abu Dhabi,18-Oct-17,ODI # 3926,Thisara Perera,233514
1431,0,0,1,0,0,0,v Pakistan,Sharjah,20-Oct-17,ODI # 3927,Thisara Perera,233514
1432,25,25,29,86.2,3,1,v Pakistan,Sharjah,23-Oct-17,ODI # 3930,Thisara Perera,233514
1433,DNB,-,-,-,-,-,v India,Dharamsala,10-Dec-17,ODI # 3939,Thisara Perera,233514
1434,5,5,3,166.66,1,0,v India,Mohali,13-Dec-17,ODI # 3941,Thisara Perera,233514
1435,6,6,6,100,0,0,v India,Visakhapatnam,17-Dec-17,ODI # 3942,Thisara Perera,233514
1436,64,64,37,172.97,5,3,v Zimbabwe,Dhaka,17-Jan-18,ODI # 3955,Thisara Perera,233514
1437,29,29,14,207.14,3,2,v Bangladesh,Dhaka,19-Jan-18,ODI # 3959,Thisara Perera,233514
1438,39*,39,26,150,1,3,v Zimbabwe,Dhaka,21-Jan-18,ODI # 3962,Thisara Perera,233514
1439,DNB,-,-,-,-,-,v Bangladesh,Dhaka,25-Jan-18,ODI # 3965,Thisara Perera,233514
1440,2,2,10,20,0,0,v Bangladesh,Dhaka,27-Jan-18,ODI # 3967,Thisara Perera,233514
1441,49,49,30,163.33,8,0,v South Africa,Dambulla,29-Jul-18,ODI # 4025,Thisara Perera,233514
1442,19,19,20,95,2,0,v South Africa,Dambulla,1-Aug-18,ODI # 4027,Thisara Perera,233514
1443,16,16,14,114.28,2,0,v South Africa,Pallekele,5-Aug-18,ODI # 4029,Thisara Perera,233514
1444,51*,51,45,113.33,3,2,v South Africa,Pallekele,8-Aug-18,ODI # 4030,Thisara Perera,233514
1445,13,13,15,86.66,0,0,v South Africa,Colombo (RPS),12-Aug-18,ODI # 4031,Thisara Perera,233514
1446,6,6,9,66.66,1,0,v Bangladesh,Dubai (DSC),15-Sep-18,ODI # 4036,Thisara Perera,233514
1447,28,28,36,77.77,2,0,v Afghanistan,Abu Dhabi,17-Sep-18,ODI # 4038,Thisara Perera,233514
1448,TDNB,-,-,-,-,-,v England,Dambulla,10-Oct-18,ODI # 4052,Thisara Perera,233514
1449,44*,44,49,89.79,1,3,v England,Dambulla,13-Oct-18,ODI # 4053,Thisara Perera,233514
1450,0,0,1,0,0,0,v England,Pallekele,17-Oct-18,ODI # 4054,Thisara Perera,233514
1451,44,44,41,107.31,2,1,v England,Pallekele,20-Oct-18,ODI # 4055,Thisara Perera,233514
1452,11,11,12,91.66,0,1,v England,Colombo (RPS),23-Oct-18,ODI # 4058,Thisara Perera,233514
1453,4,4,5,80,0,0,v New Zealand,Mount Maunganui,3-Jan-19,ODI # 4074,Thisara Perera,233514
1454,140,140,74,189.18,8,13,v New Zealand,Mount Maunganui,5-Jan-19,ODI # 4075,Thisara Perera,233514
1455,80,80,63,126.98,7,3,v New Zealand,Nelson,8-Jan-19,ODI # 4076,Thisara Perera,233514
1456,7,7,9,77.77,0,0,v South Africa,Johannesburg,3-Mar-19,ODI # 4104,Thisara Perera,233514
1457,23,23,23,100,2,1,v South Africa,Centurion,6-Mar-19,ODI # 4107,Thisara Perera,233514
1458,12,12,14,85.71,0,0,v South Africa,Durban,10-Mar-19,ODI # 4112,Thisara Perera,233514
1459,12,12,17,70.58,0,0,v South Africa,Port Elizabeth,13-Mar-19,ODI # 4114,Thisara Perera,233514
1460,2,2,7,28.57,0,0,v South Africa,Cape Town,16-Mar-19,ODI # 4115,Thisara Perera,233514
1461,14*,14,16,87.5,1,1,v Australia,Adelaide,13-Jan-13,ODI # 3319,Kusal Perera ,300631
1462,22*,22,28,78.57,4,0,v Australia,Brisbane,18-Jan-13,ODI # 3321,Kusal Perera ,300631
1463,DNB,-,-,-,-,-,v Australia,Sydney,20-Jan-13,ODI # 3324,Kusal Perera ,300631
1464,14,14,30,46.66,1,0,v Australia,Hobart,23-Jan-13,ODI # 3326,Kusal Perera ,300631
1465,42,42,36,116.66,5,1,v Bangladesh,Hambantota,23-Mar-13,ODI # 3349,Kusal Perera ,300631
1466,18*,18,21,85.71,3,0,v Bangladesh,Hambantota,25-Mar-13,ODI # 3351,Kusal Perera ,300631
1467,56,56,66,84.84,5,1,v Bangladesh,Pallekele,28-Mar-13,ODI # 3352,Kusal Perera ,300631
1468,0,0,1,0,0,0,v New Zealand,Cardiff,9-Jun-13,ODI # 3366,Kusal Perera ,300631
1469,6,6,11,54.54,1,0,v England,The Oval,13-Jun-13,ODI # 3370,Kusal Perera ,300631
1470,4,4,3,133.33,1,0,v Australia,The Oval,17-Jun-13,ODI # 3374,Kusal Perera ,300631
1471,4,4,8,50,1,0,v India,Cardiff,20-Jun-13,ODI # 3376,Kusal Perera ,300631
1472,DNB,-,-,-,-,-,v India,Kingston,2-Jul-13,ODI # 3382,Kusal Perera ,300631
1473,2,2,4,50,0,0,v India,Port of Spain,11-Jul-13,ODI # 3388,Kusal Perera ,300631
1474,9,9,16,56.25,2,0,v South Africa,Colombo (RPS),31-Jul-13,ODI # 3401,Kusal Perera ,300631
1475,64,64,68,94.11,5,1,v Pakistan,Sharjah,18-Dec-13,ODI # 3445,Kusal Perera ,300631
1476,16,16,24,66.66,2,0,v Pakistan,Dubai (DSC),20-Dec-13,ODI # 3446,Kusal Perera ,300631
1477,7,7,13,53.84,0,0,v Pakistan,Sharjah,22-Dec-13,ODI # 3447,Kusal Perera ,300631
1478,8,8,8,100,1,0,v Pakistan,Abu Dhabi,25-Dec-13,ODI # 3448,Kusal Perera ,300631
1479,47,47,41,114.63,3,4,v Pakistan,Abu Dhabi,27-Dec-13,ODI # 3450,Kusal Perera ,300631
1480,20,20,18,111.11,2,1,v Bangladesh,Dhaka,17-Feb-14,ODI # 3469,Kusal Perera ,300631
1481,8,8,7,114.28,2,0,v Bangladesh,Dhaka,20-Feb-14,ODI # 3470,Kusal Perera ,300631
1482,106,106,124,85.48,6,5,v Bangladesh,Dhaka,22-Feb-14,ODI # 3471,Kusal Perera ,300631
1483,14,14,26,53.84,3,0,v Pakistan,Fatullah,25-Feb-14,ODI # 3473,Kusal Perera ,300631
1484,64,64,81,79.01,4,2,v India,Fatullah,28-Feb-14,ODI # 3476,Kusal Perera ,300631
1485,33,33,49,67.34,4,1,v Afghanistan,Dhaka,3-Mar-14,ODI # 3481,Kusal Perera ,300631
1486,0,0,2,0,0,0,v Bangladesh,Dhaka,6-Mar-14,ODI # 3485,Kusal Perera ,300631
1487,42,42,37,113.51,6,1,v Pakistan,Dhaka,8-Mar-14,ODI # 3486,Kusal Perera ,300631
1488,0,0,4,0,0,0,v Ireland,Dublin,6-May-14,ODI # 3490,Kusal Perera ,300631
1489,19,19,15,126.66,2,1,v England,Lord's,31-May-14,ODI # 3495,Kusal Perera ,300631
1490,19,19,29,65.51,2,0,v England,Birmingham,3-Jun-14,ODI # 3496,Kusal Perera ,300631
1491,34,34,33,103.03,6,0,v South Africa,Colombo (RPS),6-Jul-14,ODI # 3500,Kusal Perera ,300631
1492,7,7,9,77.77,1,0,v South Africa,Pallekele,9-Jul-14,ODI # 3501,Kusal Perera ,300631
1493,37,37,25,148,4,2,v South Africa,Hambantota,12-Jul-14,ODI # 3502,Kusal Perera ,300631
1494,0,0,6,0,0,0,v India,Ahmedabad,6-Nov-14,ODI # 3540,Kusal Perera ,300631
1495,4,4,6,66.66,1,0,v India,Hyderabad (Deccan),9-Nov-14,ODI # 3543,Kusal Perera ,300631
1496,0,0,3,0,0,0,v India,Kolkata,13-Nov-14,ODI # 3544,Kusal Perera ,300631
1497,59,59,74,79.72,5,1,v England,Colombo (RPS),26-Nov-14,ODI # 3554,Kusal Perera ,300631
1498,9,9,10,90,1,0,v England,Colombo (RPS),29-Nov-14,ODI # 3557,Kusal Perera ,300631
1499,0,0,4,0,0,0,v England,Hambantota,3-Dec-14,ODI # 3561,Kusal Perera ,300631
1500,31,31,41,75.6,3,0,v England,Colombo (RPS),7-Dec-14,ODI # 3563,Kusal Perera ,300631
1501,0,0,2,0,0,0,v England,Pallekele,10-Dec-14,ODI # 3565,Kusal Perera ,300631
1502,24,24,13,184.61,2,2,v Scotland,Hobart,11-Mar-15,ODI # 3632,Kusal Perera ,300631
1503,3,3,10,30,0,0,v South Africa,Sydney,18-Mar-15,ODI # 3640,Kusal Perera ,300631
1504,26,26,35,74.28,4,0,v Pakistan,Dambulla,11-Jul-15,ODI # 3664,Kusal Perera ,300631
1505,68,68,25,272,13,2,v Pakistan,Pallekele,15-Jul-15,ODI # 3669,Kusal Perera ,300631
1506,20,20,18,111.11,3,0,v Pakistan,Colombo (RPS),19-Jul-15,ODI # 3670,Kusal Perera ,300631
1507,0,0,2,0,0,0,v Pakistan,Colombo (RPS),22-Jul-15,ODI # 3671,Kusal Perera ,300631
1508,116,116,109,106.42,9,4,v Pakistan,Hambantota,26-Jul-15,ODI # 3672,Kusal Perera ,300631
1509,14,14,16,87.5,2,0,v West Indies,Colombo (RPS),1-Nov-15,ODI # 3701,Kusal Perera ,300631
1510,99,99,92,107.6,6,4,v West Indies,Colombo (RPS),4-Nov-15,ODI # 3702,Kusal Perera ,300631
1511,50,50,47,106.38,2,2,v West Indies,Pallekele,7-Nov-15,ODI # 3704,Kusal Perera ,300631
1512,32,32,38,84.21,4,0,v Ireland,Dublin (Malahide),16-Jun-16,ODI # 3748,Kusal Perera ,300631
1513,135,135,128,105.46,16,2,v Ireland,Dublin (Malahide),18-Jun-16,ODI # 3749,Kusal Perera ,300631
1514,24,24,23,104.34,4,0,v England,Nottingham,21-Jun-16,ODI # 3751,Kusal Perera ,300631
1515,37,37,45,82.22,3,0,v England,Birmingham,24-Jun-16,ODI # 3753,Kusal Perera ,300631
1516,9,9,25,36,0,0,v England,Bristol,26-Jun-16,ODI # 3755,Kusal Perera ,300631
1517,1,1,1,100,0,0,v England,The Oval,29-Jun-16,ODI # 3757,Kusal Perera ,300631
1518,6,6,15,40,0,0,v England,Cardiff,2-Jul-16,ODI # 3758,Kusal Perera ,300631
1519,1,1,2,50,0,0,v Australia,Colombo (RPS),21-Aug-16,ODI # 3768,Kusal Perera ,300631
1520,54,54,53,101.88,5,1,v Australia,Colombo (RPS),24-Aug-16,ODI # 3769,Kusal Perera ,300631
1521,11,11,20,55,1,0,v Australia,Dambulla,28-Aug-16,ODI # 3772,Kusal Perera ,300631
1522,6,6,14,42.85,0,0,v Australia,Dambulla,31-Aug-16,ODI # 3774,Kusal Perera ,300631
1523,14,14,27,51.85,2,0,v Australia,Pallekele,4-Sep-16,ODI # 3776,Kusal Perera ,300631
1524,21,21,27,77.77,4,0,v Zimbabwe,Harare,14-Nov-16,ODI # 3804,Kusal Perera ,300631
1525,4,4,11,36.36,1,0,v West Indies,Harare,16-Nov-16,ODI # 3805,Kusal Perera ,300631
1526,TDNB,-,-,-,-,-,v Zimbabwe,Bulawayo,21-Nov-16,ODI # 3807,Kusal Perera ,300631
1527,7,7,7,100,1,0,v West Indies,Bulawayo,23-Nov-16,ODI # 3808,Kusal Perera ,300631
1528,14,14,13,107.69,2,0,v Zimbabwe,Bulawayo,27-Nov-16,ODI # 3810,Kusal Perera ,300631
1529,44*,44,66,66.66,5,0,v South Africa,The Oval,3-Jun-17,ODI # 3877,Kusal Perera ,300631
1530,47*,47,44,106.81,5,0,v India,The Oval,8-Jun-17,ODI # 3882,Kusal Perera ,300631
1531,80,80,83,96.38,8,2,v Zimbabwe,Dhaka,17-Jan-18,ODI # 3955,Kusal Perera ,300631
1532,1,1,3,33.33,0,0,v Bangladesh,Dhaka,19-Jan-18,ODI # 3959,Kusal Perera ,300631
1533,49,49,57,85.96,4,1,v Zimbabwe,Dhaka,21-Jan-18,ODI # 3962,Kusal Perera ,300631
1534,81,81,72,112.5,11,1,v South Africa,Dambulla,29-Jul-18,ODI # 4025,Kusal Perera ,300631
1535,12,12,24,50,1,0,v South Africa,Dambulla,1-Aug-18,ODI # 4027,Kusal Perera ,300631
1536,27,27,17,158.82,4,0,v South Africa,Pallekele,5-Aug-18,ODI # 4029,Kusal Perera ,300631
1537,51,51,32,159.37,6,2,v South Africa,Pallekele,8-Aug-18,ODI # 4030,Kusal Perera ,300631
1538,8,8,7,114.28,1,0,v South Africa,Colombo (RPS),12-Aug-18,ODI # 4031,Kusal Perera ,300631
1539,11,11,24,45.83,2,0,v Bangladesh,Dubai (DSC),15-Sep-18,ODI # 4036,Kusal Perera ,300631
1540,17,17,17,100,2,0,v Afghanistan,Abu Dhabi,17-Sep-18,ODI # 4038,Kusal Perera ,300631
1541,TDNB,-,-,-,-,-,v England,Dambulla,10-Oct-18,ODI # 4052,Kusal Perera ,300631
1542,30,30,37,81.08,4,0,v England,Dambulla,13-Oct-18,ODI # 4053,Kusal Perera ,300631
1543,102,102,86,118.6,13,1,v New Zealand,Mount Maunganui,3-Jan-19,ODI # 4074,Kusal Perera ,300631
1544,4,4,23,17.39,0,0,v New Zealand,Mount Maunganui,5-Jan-19,ODI # 4075,Kusal Perera ,300631
1545,43,43,49,87.75,5,1,v New Zealand,Nelson,8-Jan-19,ODI # 4076,Kusal Perera ,300631
1546,33,33,36,91.66,4,0,v South Africa,Johannesburg,3-Mar-19,ODI # 4104,Kusal Perera ,300631
1547,8,8,23,34.78,0,0,v South Africa,Centurion,6-Mar-19,ODI # 4107,Kusal Perera ,300631
1548,DNB,-,-,-,-,-,v South Africa,Durban,10-Mar-19,ODI # 4112,Kusal Perera ,300631
1549,51,51,59,86.44,8,0,v Ireland,Dublin (Malahide),16-Jun-16,ODI # 3748,Kusal Mendis,629074
1550,8,8,7,114.28,1,0,v Ireland,Dublin (Malahide),18-Jun-16,ODI # 3749,Kusal Mendis,629074
1551,17,17,14,121.42,2,1,v England,Nottingham,21-Jun-16,ODI # 3751,Kusal Mendis,629074
1552,0,0,9,0,0,0,v England,Birmingham,24-Jun-16,ODI # 3753,Kusal Mendis,629074
1553,53,53,66,80.3,5,1,v England,Bristol,26-Jun-16,ODI # 3755,Kusal Mendis,629074
1554,77,77,64,120.31,13,0,v England,The Oval,29-Jun-16,ODI # 3757,Kusal Mendis,629074
1555,22,22,34,64.7,2,0,v England,Cardiff,2-Jul-16,ODI # 3758,Kusal Mendis,629074
1556,67,67,95,70.52,6,0,v Australia,Colombo (RPS),21-Aug-16,ODI # 3768,Kusal Mendis,629074
1557,69,69,69,100,9,0,v Australia,Colombo (RPS),24-Aug-16,ODI # 3769,Kusal Mendis,629074
1558,4,4,2,200,1,0,v Australia,Dambulla,28-Aug-16,ODI # 3772,Kusal Mendis,629074
1559,1,1,8,12.5,0,0,v Australia,Dambulla,31-Aug-16,ODI # 3774,Kusal Mendis,629074
1560,33,33,36,91.66,5,1,v Australia,Pallekele,4-Sep-16,ODI # 3776,Kusal Mendis,629074
1561,12*,12,8,150,1,1,v Zimbabwe,Harare,14-Nov-16,ODI # 3804,Kusal Mendis,629074
1562,4,4,6,66.66,1,0,v West Indies,Harare,16-Nov-16,ODI # 3805,Kusal Mendis,629074
1563,TDNB,-,-,-,-,-,v Zimbabwe,Bulawayo,21-Nov-16,ODI # 3807,Kusal Mendis,629074
1564,94,94,73,128.76,7,5,v West Indies,Bulawayo,23-Nov-16,ODI # 3808,Kusal Mendis,629074
1565,57,57,72,79.16,10,0,v Zimbabwe,Bulawayo,27-Nov-16,ODI # 3810,Kusal Mendis,629074
1566,62,62,94,65.95,10,0,v South Africa,Port Elizabeth,28-Jan-17,ODI # 3828,Kusal Mendis,629074
1567,20,20,22,90.9,3,0,v South Africa,Durban,1-Feb-17,ODI # 3830,Kusal Mendis,629074
1568,4,4,7,57.14,0,0,v South Africa,Johannesburg,4-Feb-17,ODI # 3831,Kusal Mendis,629074
1569,29,29,34,85.29,3,0,v South Africa,Cape Town,7-Feb-17,ODI # 3833,Kusal Mendis,629074
1570,1,1,7,14.28,0,0,v South Africa,Centurion,10-Feb-17,ODI # 3834,Kusal Mendis,629074
1571,4,4,17,23.52,0,0,v Bangladesh,Dambulla,25-Mar-17,ODI # 3855,Kusal Mendis,629074
1572,102,102,107,95.32,9,1,v Bangladesh,Dambulla,28-Mar-17,ODI # 3856,Kusal Mendis,629074
1573,54,54,76,71.05,4,0,v Bangladesh,Colombo (SSC),1-Apr-17,ODI # 3858,Kusal Mendis,629074
1574,11,11,10,110,2,0,v South Africa,The Oval,3-Jun-17,ODI # 3877,Kusal Mendis,629074
1575,89,89,93,95.69,11,1,v India,The Oval,8-Jun-17,ODI # 3882,Kusal Mendis,629074
1576,27,27,29,93.1,4,0,v Pakistan,Cardiff,12-Jun-17,ODI # 3888,Kusal Mendis,629074
1577,86,86,80,107.5,8,1,v Zimbabwe,Galle,30-Jun-17,ODI # 3897,Kusal Mendis,629074
1578,0,0,1,0,0,0,v Zimbabwe,Galle,2-Jul-17,ODI # 3899,Kusal Mendis,629074
1579,28*,28,25,112,2,0,v Zimbabwe,Hambantota,6-Jul-17,ODI # 3901,Kusal Mendis,629074
1580,0,0,1,0,0,0,v Zimbabwe,Hambantota,8-Jul-17,ODI # 3903,Kusal Mendis,629074
1581,1,1,8,12.5,0,0,v Zimbabwe,Hambantota,10-Jul-17,ODI # 3904,Kusal Mendis,629074
1582,36,36,37,97.29,5,0,v India,Dambulla,20-Aug-17,ODI # 3905,Kusal Mendis,629074
1583,19,19,48,39.58,2,0,v India,Pallekele,24-Aug-17,ODI # 3906,Kusal Mendis,629074
1584,1,1,10,10,0,0,v India,Pallekele,27-Aug-17,ODI # 3907,Kusal Mendis,629074
1585,1,1,7,14.28,0,0,v India,Colombo (RPS),31-Aug-17,ODI # 3908,Kusal Mendis,629074
1586,2,2,8,25,0,0,v Pakistan,Dubai (DSC),13-Oct-17,ODI # 3922,Kusal Mendis,629074
1587,10,10,24,41.66,1,0,v Pakistan,Abu Dhabi,16-Oct-17,ODI # 3924,Kusal Mendis,629074
1588,0,0,4,0,0,0,v Zimbabwe,Dhaka,17-Jan-18,ODI # 3955,Kusal Mendis,629074
1589,19,19,34,55.88,1,0,v Bangladesh,Dhaka,19-Jan-18,ODI # 3959,Kusal Mendis,629074
1590,36,36,44,81.81,4,0,v Zimbabwe,Dhaka,21-Jan-18,ODI # 3962,Kusal Mendis,629074
1591,DNB,-,-,-,-,-,v Bangladesh,Dhaka,25-Jan-18,ODI # 3965,Kusal Mendis,629074
1592,28,28,9,311.11,2,3,v Bangladesh,Dhaka,27-Jan-18,ODI # 3967,Kusal Mendis,629074
1593,3,3,6,50,0,0,v South Africa,Dambulla,29-Jul-18,ODI # 4025,Kusal Mendis,629074
1594,0,0,1,0,0,0,v South Africa,Dambulla,1-Aug-18,ODI # 4027,Kusal Mendis,629074
1595,31,31,34,91.17,4,0,v South Africa,Pallekele,5-Aug-18,ODI # 4029,Kusal Mendis,629074
1596,14,14,13,107.69,0,1,v South Africa,Pallekele,8-Aug-18,ODI # 4030,Kusal Mendis,629074
1597,38,38,43,88.37,5,0,v South Africa,Colombo (RPS),12-Aug-18,ODI # 4031,Kusal Mendis,629074
1598,0,0,1,0,0,0,v Bangladesh,Dubai (DSC),15-Sep-18,ODI # 4036,Kusal Mendis,629074
1599,0,0,2,0,0,0,v Afghanistan,Abu Dhabi,17-Sep-18,ODI # 4038,Kusal Mendis,629074
1600,0,0,1,0,0,0,v England,Pallekele,17-Oct-18,ODI # 4054,Kusal Mendis,629074
1601,5,5,14,35.71,0,0,v England,Pallekele,20-Oct-18,ODI # 4055,Kusal Mendis,629074
1602,56,56,33,169.69,1,6,v England,Colombo (RPS),23-Oct-18,ODI # 4058,Kusal Mendis,629074
1603,18,18,20,90,2,0,v New Zealand,Mount Maunganui,3-Jan-19,ODI # 4074,Kusal Mendis,629074
1604,20,20,30,66.66,2,0,v New Zealand,Mount Maunganui,5-Jan-19,ODI # 4075,Kusal Mendis,629074
1605,0,0,0,-,0,0,v New Zealand,Nelson,8-Jan-19,ODI # 4076,Kusal Mendis,629074
1606,60,60,73,82.19,5,1,v South Africa,Johannesburg,3-Mar-19,ODI # 4104,Kusal Mendis,629074
1607,24,24,31,77.41,2,0,v South Africa,Centurion,6-Mar-19,ODI # 4107,Kusal Mendis,629074
1608,41,41,31,132.25,4,2,v South Africa,Durban,10-Mar-19,ODI # 4112,Kusal Mendis,629074
1609,21,21,42,50,1,0,v South Africa,Port Elizabeth,13-Mar-19,ODI # 4114,Kusal Mendis,629074
1610,56,56,84,66.66,3,0,v South Africa,Cape Town,16-Mar-19,ODI # 4115,Kusal Mendis,629074
1611,22,22,24,91.66,4,0,v India,Dhaka,5-Jan-10,ODI # 2938,Lahiru Thirimanne,301236
1612,DNB,-,-,-,-,-,v Bangladesh,Dhaka,8-Jan-10,ODI # 2940,Lahiru Thirimanne,301236
1613,15,15,21,71.42,0,0,v Zimbabwe,Harare,7-Jun-10,ODI # 2989,Lahiru Thirimanne,301236
1614,13,13,15,86.66,0,0,v South Africa,Kimberley,20-Jan-12,ODI # 3228,Lahiru Thirimanne,301236
1615,69,69,63,109.52,7,0,v South Africa,Johannesburg,22-Jan-12,ODI # 3229,Lahiru Thirimanne,301236
1616,7,7,11,63.63,0,0,v India,Perth,8-Feb-12,ODI # 3233,Lahiru Thirimanne,301236
1617,3,3,6,50,0,0,v Australia,Perth,10-Feb-12,ODI # 3235,Lahiru Thirimanne,301236
1618,DNB,-,-,-,-,-,v Australia,Sydney,17-Feb-12,ODI # 3241,Lahiru Thirimanne,301236
1619,62,62,62,100,6,0,v India,Brisbane,21-Feb-12,ODI # 3246,Lahiru Thirimanne,301236
1620,24,24,34,70.58,1,0,v Australia,Hobart,24-Feb-12,ODI # 3248,Lahiru Thirimanne,301236
1621,DNB,-,-,-,-,-,v India,Hobart,28-Feb-12,ODI # 3251,Lahiru Thirimanne,301236
1622,51,51,59,86.44,2,0,v Australia,Melbourne,2-Mar-12,ODI # 3253,Lahiru Thirimanne,301236
1623,14,14,30,46.66,0,0,v Australia,Brisbane,4-Mar-12,ODI # 3255,Lahiru Thirimanne,301236
1624,DNB,-,-,-,-,-,v Australia,Adelaide,6-Mar-12,ODI # 3256,Lahiru Thirimanne,301236
1625,30,30,57,52.63,1,0,v Australia,Adelaide,8-Mar-12,ODI # 3257,Lahiru Thirimanne,301236
1626,29,29,37,78.37,0,1,v India,Dhaka,13-Mar-12,ODI # 3259,Lahiru Thirimanne,301236
1627,7,7,18,38.88,0,0,v Pakistan,Dhaka,15-Mar-12,ODI # 3260,Lahiru Thirimanne,301236
1628,48,48,73,65.75,3,0,v Bangladesh,Dhaka,20-Mar-12,ODI # 3265,Lahiru Thirimanne,301236
1629,42*,42,73,57.53,3,0,v Pakistan,Pallekele,7-Jun-12,ODI # 3272,Lahiru Thirimanne,301236
1630,DNB,-,-,-,-,-,v Pakistan,Pallekele,9-Jun-12,ODI # 3273,Lahiru Thirimanne,301236
1631,TDNB,-,-,-,-,-,v Pakistan,Colombo (RPS),13-Jun-12,ODI # 3274,Lahiru Thirimanne,301236
1632,13,13,9,144.44,1,1,v Pakistan,Colombo (RPS),16-Jun-12,ODI # 3275,Lahiru Thirimanne,301236
1633,11,11,16,68.75,1,0,v Pakistan,Colombo (RPS),18-Jun-12,ODI # 3277,Lahiru Thirimanne,301236
1634,7,7,10,70,0,0,v India,Hambantota,21-Jul-12,ODI # 3291,Lahiru Thirimanne,301236
1635,DNB,-,-,-,-,-,v India,Hambantota,24-Jul-12,ODI # 3292,Lahiru Thirimanne,301236
1636,47,47,69,68.11,0,0,v India,Colombo (RPS),31-Jul-12,ODI # 3294,Lahiru Thirimanne,301236
1637,77,77,96,80.2,5,3,v India,Pallekele,4-Aug-12,ODI # 3295,Lahiru Thirimanne,301236
1638,DNB,-,-,-,-,-,v New Zealand,Pallekele,4-Nov-12,ODI # 3305,Lahiru Thirimanne,301236
1639,DNB,-,-,-,-,-,v New Zealand,Pallekele,6-Nov-12,ODI # 3306,Lahiru Thirimanne,301236
1640,0,0,8,0,0,0,v New Zealand,Hambantota,10-Nov-12,ODI # 3307,Lahiru Thirimanne,301236
1641,17,17,15,113.33,3,0,v New Zealand,Hambantota,12-Nov-12,ODI # 3308,Lahiru Thirimanne,301236
1642,0,0,0,-,0,0,v Australia,Melbourne,11-Jan-13,ODI # 3317,Lahiru Thirimanne,301236
1643,102*,102,134,76.11,12,0,v Australia,Adelaide,13-Jan-13,ODI # 3319,Lahiru Thirimanne,301236
1644,7,7,24,29.16,1,0,v Australia,Brisbane,18-Jan-13,ODI # 3321,Lahiru Thirimanne,301236
1645,DNB,-,-,-,-,-,v Australia,Sydney,20-Jan-13,ODI # 3324,Lahiru Thirimanne,301236
1646,1,1,10,10,0,0,v Australia,Hobart,23-Jan-13,ODI # 3326,Lahiru Thirimanne,301236
